,artist_id,artist_name,genres
237,7uMh23xWiuR7zsNkuNcm2G,MNEK,"house,pop dance,uk contemporary r&b,uk dance,uk pop"
238,6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,"ohio hip hop,pop rap"
239,2cFrymmkijnjDg9SS92EPM,blackbear,pop
240,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,"dance pop,pop,pop rap"
241,1OB278sOZVSFx5vXqYha83,J. Rey Soul,none
242,55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,"alt z,pop"
243,63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,"alt z,electropop,pop"
244,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,"pop rap,r&b,rap"
245,7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,"latin viral pop,pop,r&b en espanol"
246,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,"r&b,rap,urban contemporary"
247,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,"barbadian pop,pop,urban contemporary"
248,4IMAo2UQchVFyPH24PAjUs,Jowell & Randy,"reggaeton,urbano latino"
249,12vb80Km0Ew53ABfJOepVz,Ñengo Flow,"reggaeton,trap latino,urbano latino"
250,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,"modern rock,pop,pov: indie,rock"
251,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,"pop,uk pop"
252,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,"piano rock,pop"
253,3QJUFtGBGL05vo0kCJZsmT,salem ilese,"alt z,modern indie pop"
254,28gNT5KBp7IjEOQoevXf9N,Camilo,"colombian pop,latin pop,latin viral pop,reggaeton colombiano"
255,7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,"basshall,pop urbaine,r&b francais"
256,0EmeFodog0BfCgMzAIvKQp,Shakira,"colombian pop,dance pop,latin pop,pop"
257,31TPClRtHm23RisEBtV3X7,Justin Timberlake,"dance pop,pop"
258,6P5NO5hzJbuOqSdyPB7SJM,Ashe,alt z
259,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,pop
260,4dpARuHxo51G3z768sgnrY,Adele,"british soul,pop,pop soul,uk pop"
261,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,r&b
262,20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,canadian contemporary r&b
263,0lAWpj5szCSwM4rUMHYmrr,Måneskin,"indie rock italiano,italian pop"
264,1U1el3k54VvEUzo3ybLPlM,Kali Uchis,colombian pop
265,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,australian hip hop
266,3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,"escape room,hip hop,indie soul,neo soul"
267,6PvvGcCY2XtUcSRld1Wilr,Silk Sonic,neo soul
268,5L1lO4eRHmJ7a0Q6csE5cT,LISA,k-pop
269,1uU7g3DNSbsu0QjSEqZtEd,Masked Wolf,australian hip hop
270,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,"puerto rican pop,reggaeton,trap latino,urbano latino"
271,4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,"gauze pop,indietronica,modern rock,pov: indie,shiver pop"
272,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"permanent wave,pop"
273,048LktY5zMnakWq7PTtFrz,CKay,"afro r&b,afrobeats"
274,26cMerAxjx9GedFt0lMDjm,Bella Poarch,modern alternative pop
275,163tK9Wjr9P9DmM0AVK7lm,Lorde,"art pop,metropopolis,nz pop,pop"
276,4IVAbR2w4JJNJDDRFP3E83,6LACK,"atl hip hop,melodic rap,r&b,rap,trap"
277,7arQA31aZVS8yS6zUveWzb,CJ,nyc rap
278,7iK8PXO48WeuP03g8YR51W,Myke Towers,"reggaeton,trap latino,urbano latino"
279,2LmcxBak1alK1bf7d1beTr,Juhn,"reggaeton,reggaeton flow,trap latino,urbano latino"
280,3eVa5w3URK5duf6eyVDbu9,ROSÉ,k-pop
281,44vREmJC0OlVZjZaGLqVEd,Morray,pop rap
282,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,"chicago rap,hip hop,rap"
283,3rWZHrfrsPBxVy692yAIxF,WILLOW,"afrofuturism,pop,post-teen pop,pov: indie"
284,4exLIFE8sISLr28sqG1qNX,Travis Barker,rap rock
285,3PhoLpVuITZKcymswpck5b,Elton John,"glam rock,mellow gold,piano rock,rock"
286,6n28c9qs9hNGriNa72b26u,PNAU,"alternative dance,aussietronica,australian dance,australian electropop"
287,7FNnA9vBm6EKceENgCGRMb,Anitta,"funk pop,funk rj,pagode baiano,pop,pop nacional"
288,3klZnJvYGIbWritVwQD434,Duncan Laurence,dutch pop
289,5qa31A9HySw3T7MKWI9bGg,FLETCHER,"alt z,pop"
290,64H8UqGLbJFHwKtGxiV8OP,THE ANXIETY,modern alternative pop
291,1xoxekeb8jUVHKJB7m6bfg,Tyler Cole,bedroom soul
292,6TLwD7HPWuiOzvXEa3oCNe,Oliver Tree,alternative hip hop
293,2WgfkM8S11vg4kxLgDY3F5,StarBoi3,viral rap
294,3MZsBdqDrRTJihTHQrO6Dq,Joji,viral pop
295,3Xt3RrJMFv5SZkCfUE8C1J,Kim Petras,"alt z,pop,transpop"
296,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"art pop,art rock,baroque pop,new wave pop,permanent wave,piano rock,singer-songwriter"
297,57vWImR43h4CaDao012Ofp,Steve Lacy,afrofuturism
298,2VSHKHBTiXWplO8lxcnUC9,GAYLE,modern alternative pop
299,37230BxxYs9ksS7OkZw3IU,Chencho Corleone,"reggaeton,reggaeton flow,trap latino,urbano latino"
300,716NhGYqD1jl2wI1Qkgq36,Bizarrap,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino"
301,52iwsT98xCoGgiGntTiR7K,Quevedo,"rap canario,trap latino,urbano latino"
302,2W8yFh0Ga6Yf3jiayVxwkE,Dove Cameron,pop
303,6HaGTQPmzraVmaVxvz6EUc,Jung Kook,k-pop
304,67MNhiAICFY6Pwc2YxCO0K,Elley Duhé,alt z
305,2feDdbD5araYcm6JhFHHw7,Labrinth,"indie poptimism,pop"
306,7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,"belgian edm,edm,pop dance,tropical house"
307,6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,pop
308,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"modern rock,pop,rock"
309,6U3ybJ9UHNKEdsH7ktGBZ7,JID,"hip hop,pop rap,rap,underground hip hop"
310,57nPqD7z62gDdq37US9XJR,Arcane,none
311,47mIJdHORyRerp4os813jD,League of Legends,"speedrun,video game music"
312,29PgYEggDV3cDP9QYTogwv,Carolina Gaitán - La Gaita,movie tunes
313,36CUTsdtNgCwMq6zKD1l8I,Mauro Castillo,"modern salsa,movie tunes,salsa colombiana"
314,72kqSqk124Vnl1wtT6q9Fh,Adassa,movie tunes
315,2as15AH2BTrPk8v4gyElmr,Rhenzy Feliz,none
316,18MFcGBHtyW0mU3ufcm0X1,Diane Guerrero,movie tunes
317,5PYToRCsrnvikZg3yl2JMr,Stephanie Beatriz,"hollywood,movie tunes"
318,3xLU748QxpTmIVaiNXXg0P,Encanto - Cast,movie tunes
319,1QfpRUtH14JLoY6F6AYmwt,The Rare Occasions,la indie
320,687cZJR45JO7jhk1LHIbgq,Tems,"afro r&b,alte,nigerian pop"
321,6QrQ7OrISRYIfS5mtacaw2,Jaymes Young,indie poptimism
322,79AyR6ATpj2LTPxfb6FX50,Lauren Spencer Smith,"alt z,gen z singer-songwriter"
323,5FxD8fkQZ6KcsSYupDVoSO,Omar Apollo,"bedroom pop,bedroom soul"
324,1Yj5Xey7kTwvZla8sqdsdE,Cris Mj,"mambo chileno,urbano chileno"
325,7qmpXeNz2ojlMl2EEfkeLs,Nicky Youre,singer-songwriter pop
326,38PzLQE4GW8o7A18oGhi0x,dazy,none
327,5n9bMYfz9qss2VOW89EVs2,Bomba Estéreo,"cumbia,latin alternative,latin rock,pop electronico,tropical alternativo"
328,26dSoYclwsYLMAKD3tpOr4,Britney Spears,"dance pop,pop"
329,46pWGuE3dSwY3bMMXGBvVS,Rema,"afrobeats,nigerian pop"
330,46xBNx0j6cwY6sD9LgMTm1,Rosa Linn,alt z
331,5XKFrudbV4IiuE5WuTPRmT,Stephen Sanchez,gen z singer-songwriter
332,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,"hip pop,pop"
333,4qXC0i02bSFstECuXP2ZpL,Blxst,"pop rap,westcoast flow"
334,1PpDfXOUG7gxUjR1quWnwp,Amanda Reifer,barbadian pop
335,3MdXrJWsbVzdn6fe5JYkSQ,Latto,trap queen
336,5H4yInM5zmHqpKIoMNAx4r,Central Cee,melodic drill
337,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,"boy band,dance pop,pop"
338,6dn6x1XOng3LOAnfTjUn77,AJ Mitchell,"alt z,pop"
339,6O74knDqdv3XaWtkII7Xjp,Boyz II Men,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary"
340,6wwj6pIJdMJJyDQsQVtPzR,Jess and Gabriel,social media pop
341,57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,pop
342,3iri9nBFs9e4wN7PLIetAw,gnash,"alt z,pop"
343,6xvpfMjWTougrRRtK7iikz,Mason Ramsey,"contemporary country,country"
344,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,"modern rock,pop"
345,28y6CyJNkGNjJQKrlx4AmN,HRVY,pop
346,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,"boy band,pop,post-teen pop,talent show"
347,0fiWOxhsBsQQvFDtxUQWo0,Brett Young,"contemporary country,country,country road,modern country rock"
348,3FfbgiZhcCkoiI7IzOwXlI,Ben Abraham,indie anthem-folk
349,4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,"dance pop,pop"
350,6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,"dance rock,modern alternative rock,modern rock,neo mellow,pop rock"
351,1QRj3hoop9Mv5VvHQkwPEp,Olivia O'Brien,"alt z,pop"
352,6T5tfhQCknKG4UnH90qGnz,DNCE,"dance pop,pop"
353,2NhdGz9EDv2FeUw6udu2g1,The Wanted,"boy band,dance pop,pop,post-teen pop"
354,1ovPxptMcDubQ0CgYsS5hm,Grupo Legitimo,"corrido,musica mexicana,musica potosina,norteno,norteno-sax,sierreno"
355,5kuxm06ltfO1Rj9j5UQewf,Los Tigrillos,"banda,cumbia sonorense,musica costena,musica mexicana,norteno,tejano"
356,4aN7T7NNFFMRJgVbRPne8q,Bohnes,"dark r&b,rebel blues"
357,1INuLZXjjVbcJRyWvD1iSq,Jack & Jack,"pop,teen pop"
358,58MLl9nC29IXbE4nEtuoP2,Alex & Sierra,"pop,post-teen pop"
359,7dQoFvAqR6Zd414icQaatx,Combo Latin,none
360,7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,"pop r&b,r&b"
361,7LImGq5KnzQobZciDJpeJb,Charlotte Lawrence,alt z
362,4IWBUUAFIplrNtaOHcJPRM,James Arthur,"pop,talent show,uk pop"
363,2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,"alt z,canadian contemporary r&b,canadian pop,pop"
364,1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,"girl group,pop,talent show"
365,2yqDP1QmMX6jOXgqCtNnST,Dae,none
366,1844rVKItCnHIGFNMNq2BF,Wes,none
367,61i5hkPM85ZcIxRsg61Hkl,Kendyle Paige,dark r&b
368,1KCSPY1glIKqW2TotWuXOR,P!nk,"dance pop,pop"
369,58GNHTqgNesANvRuoKzCwX,Malu Trevejo,none
370,1ef7Y06MRVT7HfRdJDHBOG,Brad & Rebekah,"pop worship,worship"
371,3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,"alt z,electropop,pop"
372,5Y8eJDj37KhaEeqbVO7Ag1,PRETTYMUCH,"boy band,post-teen pop,teen pop"
373,2AsusXITU8P25dlRNhcAbG,Gotye,australian pop
374,6hk7Yq1DU9QcCCrz9uc0Ti,Kimbra,"bergen indie,electropop,nz pop"
375,1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,pop
376,5vBSrE1xujD2FXYRarbAXc,Years & Years,"dance pop,gauze pop,pop,pop dance,uk pop"
377,3Y7RZ31TRPVadSFVy1o8os,H.E.R.,"r&b,rap"
378,7zkwepHPyac6tCYl0fL0co,ASTN,bedroom soul
379,6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,pop
380,2g6nfqSFo2cPVrafnW85jm,Andreas Moss,scandipop
381,0uioawxHyc6pgvbUCq510I,Melanie Pfirrman,none
382,3JKrNnhjEv9h3fyKhQpylb,Aidan Martin,uk pop
383,4MB9CqgEa0TtpVSEkoSlW1,Blake McGrath,canadian pop
384,7wFDo161xYdeaiLz3KIHoM,Gallant,alternative r&b
385,59mjRp0i1B8oWSSMmGWJlJ,Ansel Elgort,"post-teen pop,teen pop"
386,40LHVA5BTQp9RxHOQ9JPYj,Lauren Daigle,"ccm,christian alternative rock,christian music"
387,2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,"canadian contemporary r&b,canadian pop,pop"
388,6eYFryfcEu3QSq59D62wZQ,Brendon Urie,none
389,5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,"hollywood,show tunes"
390,4HLVASaI7mpSxzIGZSRJVa,Roadtrip,"social media pop,teen pop"
391,5NhgsV7qPWHZqYEMKzbYvo,Faouzia,"alt z,canadian pop"
392,6jEiUoyyJNPHzSR0Nib6HX,Walk off the Earth,"canadian rock,pop rock"
393,0B3N0ZINFWvizfa8bKiz4v,James TW,"british singer-songwriter,uk pop"
394,0LyOADBjj28cbvJWTXUEGA,Loren Allred,"deep talent show,hollywood,movie tunes"
395,4K9aclpXgCPNFGEqRlFPal,Peter Manos,none
396,0PFtn5NtBbbUNbU9EAmIWF,TOTO,"album rock,classic rock,hard rock,mellow gold,rock,soft rock,yacht rock"
397,5JMLG56F1X5mFmWNmS0iAp,Chelsea Cutler,alt z
398,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,"acoustic pop,dance pop,neo mellow,pop"
399,5xkAtLTf309LAGZTbvULBn,Ruel,"alt z,australian alternative pop,pop"
400,5fywYLnKJi950Y5yMqavxm,Etham,singer-songwriter pop
401,3KedxarmBCyFBevnqQHy3P,Jessie Reyez,"canadian contemporary r&b,canadian pop"
402,0x3PXj1WnuW7YsBxQK57xM,Ruben,norwegian pop
403,7gHscNMDI8FF8pcgrV8eIn,Matt Maeson,pov: indie
404,2nJYGgfTf2846LtVB3AES8,Plested,"indie anthem-folk,singer-songwriter pop"
405,6AcOTCYBMvjKYy4zms0kaC,Banda El Recodo,"banda,banda sinaloense,musica mexicana,norteno"
406,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,"banda,musica mexicana,norteno"
407,5D3muNJhYYunbRkh3FKgX0,Chord Overstreet,acoustic pop
408,5L6QAKAkdJIPLsNbItZ2KF,El Trono de Mexico,"banda,duranguense,grupera,musica mexicana,norteno"
409,4bPiOPI4V99cepEftvBYak,Banda Los Recoditos,"banda,musica mexicana,norteno"
410,4hwbEkmTTgBuc7sYVKA5PN,Ben Lawrence,none
411,5j9R5dTGerKvdXopZnfJh9,Ramon Ayala Y Sus Bravos Del Norte,"musica mexicana,norteno"
412,4LFOoXhMhnq9U8VsZkSwxl,Edwin Luna y La Trakalosa de Monterrey,"banda,musica mexicana,norteno,sad sierreno"
413,543ccHFPnZfJMD8tRGPtu7,James Smith,uk pop
414,2aZtzjAzD8fq3OhZ9egqda,Alacranes Musical,"duranguense,musica mexicana"
415,0UWZUmn7sybxMCqrw9tGa7,Juanes,"colombian pop,latin pop,mexican pop,rock en espanol"
416,3hYtANQYrE6pd2PbtEyTIy,Los Tigres Del Norte,"banda,musica mexicana,norteno,ranchera"
417,4EzkuveR9pLvDVFNx6foYD,James Bay,"neo mellow,pop,uk pop"
418,2gRP1Ezbtj3qrERnd0XasU,Camila,"latin arena pop,latin pop"
419,3smfreCkyJt7bShaTYpG77,Carlos Baute,"latin pop,spanish pop"
420,368rTiMKMrz3b03az6B14w,Marta Sánchez,"latin pop,spanish pop"
421,5C4PDR4LnhZTbVnKWXuDKD,Morat,"colombian pop,latin viral pop"
422,7plUpXSFcSJUZSiZAoXqr1,Ximena Sariñana,"cantautora mexicana,latin alternative,latin pop,mexican pop,mexican rock"
423,77aLk6J8ofnVxa1eXK9jiU,Matisse,"latin arena pop,mexican pop"
424,1mX1TWKpNxDSAH16LgDfiR,Jesse & Joy,"latin arena pop,latin pop,mexican pop"
425,3rs3EOlJ8jyPpdGiQ9Mhub,Monchy & Alexandra,"bachata,bachata dominicana,tropical"
426,6IE6z7DcZIT4Ml3Fh5Ivch,Selena,"mexican pop,tejano"
427,5M9Bb4adKAgrOFOhc05Y50,Pablo Alborán,"latin arena pop,latin pop,spanish pop"
428,4ebKlOJFmoNuBQLKSEGDuH,Isaac Waddington,"pop soul,uk contemporary r&b"
429,4Kp21tQEUB0PHgNV3B86ah,Mahogany,none
430,4T2k9bgIoC8bbqjqiEl9vZ,Rhys Lewis,uk pop
431,23xulTZL2CvclAu5Q1eMaN,Sophia James,none
432,0XK6kT7xcZAlcYrNjOgzJe,Carla Morrison,"cantautora mexicana,mexican pop"
433,1jIeEiC6KkryFux23ekWmQ,Ale Zéguer,mexican pop
434,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,"colombian pop,latin pop,reggaeton,reggaeton colombiano,urbano latino"
435,7xeM7V59cA1X8GKyKKQV87,Sin Bandera,"latin arena pop,latin pop,mexican pop"
436,3YbOSxo85kla7RID8ugnW3,Los Temerarios,"grupera,musica mexicana,ranchera"
437,2ghByd8ucnRTWceSAnAZ0G,La Original Banda El Limón de Salvador Lizárraga,"banda,musica mexicana,norteno"
438,24dYJ8P3YuFihvMcElFUWh,Pedro Fernández,"mariachi,ranchera"
439,4kYGAK2zu9EAomwj3hXkXy,JP Cooper,uk pop
440,7eLcDZDYHXZCebtQmVFL25,Aitana,"latin talent show,latin viral pop,spanish pop"
441,4PPoI9LuYeFX8V674Z1R6l,Vicente Fernández,"mariachi,ranchera"
442,1qto4hHid1P71emI6Fd8xi,Aventura,"bachata,bachata dominicana,latin hip hop,latin pop,tropical,urbano latino"
443,7j6DKwmjbxvpQO8h914uEz,Ryan Castro,"reggaeton,trap colombiano,trap latino,urbano latino"
444,2oQX8QiMXOyuqbcZEFsZfm,El Alfa,"dembow,rap dominicano,reggaeton,trap latino,urbano latino"
445,48R2gYdPKtfnfKAzhSVPUx,Migrantes,cumbia pop
446,7n3wAgh1j3RRbxYzfZTQDF,Alico,none
447,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,"reggaeton,urbano latino"
448,14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,"reggaeton,trap latino,urbano latino"
449,1pQWsZQehhS4wavwh7Fnxd,Lenny Tavárez,"reggaeton,trap argentino,trap latino,urbano latino"
450,2wkoKEfS6dXwThbyTnZWFU,Mau y Ricky,"latin pop,pop venezolano,reggaeton,urbano latino"
451,1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,pop argentino
452,4EEZg8R3dxbTCCQ1DVWtHg,Bobby Pulido,"banda,grupera,musica mexicana,norteno,tejano"
453,3MHaV05u0io8fQbZ2XPtlC,Prince Royce,"bachata,latin hip hop,latin pop,urbano latino"
454,0eecdvMrqBftK0M1VKhaF4,CNCO,"boy band,latin pop,reggaeton,urbano latino"
455,7a0XAaPaK2aDSqa8p3QnC7,Beéle,"reggaeton colombiano,trap latino,urbano latino"
456,2T1aUibqR2QC2sINIDQOAK,Mambo Kingz,"reggaeton,reggaeton flow,trap latino,urbano latino"
457,64aJYyrXljOodnUG6jvhRD,DJ Luian,"reggaeton,reggaeton flow,trap latino,urbano latino"
458,0l8RtvcBMjeOqfgRSVo2d6,Grupo 5,cumbia peruana
459,37BIBvfliXJpSgn10yQUJM,Mr. Naisgai,none
460,2QWIScpFDNxmS6ZEMIUvgm,Julieta Venegas,"cantautora mexicana,latin alternative,latin pop,latin rock,rock en espanol"
461,5bSfBBCxY8QAk4Pifveisz,La Arrolladora Banda El Limón De Rene Camacho,"banda,musica mexicana,norteno"
462,3bvfu2KAve4lPHrhEFDZna,Lola Indigo,"latin viral pop,spanish pop"
463,7vXDAI8JwjW531ouMGbfcp,TINI,"latin pop,latin viral pop,pop argentino"
464,5LeiVcEnsZcwc133TUhJNW,Belinda,"latin arena pop,latin pop,mexican pop"
465,4vhNDa5ycK0ST968ek7kRr,Carlos Vives,"colombian pop,latin pop,vallenato"
466,0XwVARXT135rw8lyw1EeWP,Christian Nodal,"mariachi,musica mexicana,ranchera"
467,5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,"bachata,latin hip hop,latin pop,urbano latino"
468,0KPX4Ucy9dk82uj4GpKesn,Dalex,"r&b en espanol,reggaeton,trap latino,urbano latino"
469,3fZk3Gm5dN5v5yfYMQ04Bx,Dímelo Flow,"reggaeton,reggaeton flow,urbano latino"
470,0ZwjmGhps2YvUMzB7ihFV8,Adrian Bello,peruvian indie
471,33ScadVnbm2X8kkUqOkC6Z,Don Omar,"latin hip hop,puerto rican pop,reggaeton,trap latino,urbano latino"
472,62YF0FglEltB3CnVIjoko8,Ingratax,"concurso de talentos argentino,latin viral pop,urbano mexicano"
473,43qxAkuKFB6fMNSeS5dO7Z,Ana Bárbara,"grupera,mexican pop,musica mexicana"
474,7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,"latin pop,mexican pop,puerto rican pop"
475,7pbDxGE6nQSZVfiFdq9lOL,Rex Orange County,"bedroom pop,pov: indie"
476,21451j1KhjAiaYKflxBjr1,Zion & Lennox,"reggaeton,urbano latino"
477,3LKXWvXFWrkwUzJWxzwVpW,Tony Dize,"reggaeton,urbano latino"
478,0MoaBi6dSquXp6rrlqlF8R,Buscabulla,"latintronica,puerto rican indie"
479,2jSGzJw0ebJLu7OLVSOcBP,Plan B,"reggaeton,trap latino,urbano latino"
