,artist_id,artist_name,genres,is_latin
0,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,pop,nonlatin
1,4bw2Am3p9ji3mYsXNXtQcd,Piso 21,"colombian pop,latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",latin
2,0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,"colombian pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",latin
3,1i8SpTcr7yvPOmcqrbnVXY,Ozuna,"puerto rican pop,reggaeton,trap latino,urbano latino",latin
4,5hdhHgpxyniooUiQVaPxQ0,Nio Garcia,"reggaeton,trap latino,urbano latino",latin
5,1fux65HMCBvfJHqlBc4Nno,Casper Magico,"reggaeton,reggaeton flow,trap latino,urbano latino",latin
6,4q3ewBCX7sLwd24euuV69X,Bad Bunny,"reggaeton,trap latino,urbano latino",latin
7,1TtXnWcUs0FCkaZDPGYHdf,Darell,"latin hip hop,reggaeton,trap latino,urbano latino",latin
8,1SupJlEpv7RS2tPNRaHViT,Nicky Jam,"latin hip hop,reggaeton,trap latino,urbano latino",latin
9,0vR2qb8m9WHeZ5ByCbimq2,Reik,"latin arena pop,latin pop,mexican pop,reggaeton,urbano latino",latin
10,3E6xrwgnVfYCrCs0ePERDz,Wisin,"reggaeton,urbano latino",latin
11,1r4hJ1h58CWwUQe3MxPuau,Maluma,"latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino",latin
12,1B0Rp4SWGnFgGCPU5Pju6E,Nego do Borel,"funk carioca,funk das antigas,funk ostentacao,funk pop,sertanejo universitario",latin
13,4obzFoKoKRHIphyHzJ35G3,Becky G,"latin pop,latin viral pop,rap latina,reggaeton,trap latino,urbano latino",latin
14,1GDbiv3spRmZ1XdM1jQbT7,NATTI NATASHA,"latin pop,rap latina,reggaeton,urbano latino",latin
15,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,"reggaeton,reggaeton colombiano,trap latino,urbano latino",latin
16,3uwAm6vQy7kWPS2bciKWx9,girl in red,"bedroom pop,indie pop,norwegian indie,pov: indie",nonlatin
17,4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,"latin pop,puerto rican pop",latin
18,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,"pop,post-teen pop",nonlatin
19,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,"conscious hip hop,hip hop,rap,west coast rap",nonlatin
20,3qBKjEOanahMxlRojwCzhI,Zacari,none,unknown
21,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,"latin hip hop,reggaeton,trap latino,urbano latino",latin
22,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,"canadian contemporary r&b,canadian pop,pop",nonlatin
23,0haZhu4fFKt0Ag94kZDiz2,Sofía Reyes,"latin pop,latin viral pop,mexican pop,reggaeton",latin
24,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,"dance pop,pop",nonlatin
25,3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,"reggaeton,reggaeton flow,trap latino,urbano latino",latin
26,4kYSro6naA4h99UJvo89HB,Cardi B,"pop,rap",nonlatin
27,540vIaP2JwjQb9dm3aArA4,DJ Snake,"dance pop,edm,electronic trap,pop,pop dance",nonlatin
28,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,"pop,post-teen pop",nonlatin
29,5f7VJjfbwm532GiveGC0ZK,Lil Baby,"atl hip hop,atl trap,rap,trap",nonlatin
30,3TVXtAsR1Inumwj472S9r4,Drake,"canadian hip hop,canadian pop,hip hop,pop rap,rap",nonlatin
31,06HL4z0CvFAxyc27GXpf02,Taylor Swift,pop,nonlatin
32,3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,"contemporary country,country,country road,modern country rock",nonlatin
33,4LLpKhyESsyAXpc4laK94U,Mac Miller,"hip hop,pittsburgh rap,pop rap,rap",nonlatin
34,4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,"atl hip hop,hip hop,pop rap,rap,trap",nonlatin
35,0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,rap,nonlatin
36,6U1dBXJhC8gXFjamvFTmHg,Zac Efron,"hollywood,movie tunes,post-teen pop",nonlatin
37,6sCbFbEjbYepqswM1vWjjs,Zendaya,"pop,post-teen pop",nonlatin
38,7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,emo rap,nonlatin
39,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,"hip pop,pop,queens hip hop,rap",nonlatin
40,3CbYyyd8wH3RT6t0jwpdzC,Murda Beatz,"canadian hip hop,canadian trap",nonlatin
41,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,"art pop,pop",nonlatin
42,6LuN9FCkKOj5PcnpouEgny,Khalid,"pop,pop r&b",nonlatin
43,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,"dance pop,pop,uk pop",nonlatin
44,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,"dance pop,pop",nonlatin
45,6oMuImdp5ZcFhWP0ESe6mG,Migos,"atl hip hop,hip hop,pop rap,rap,trap",nonlatin
46,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,"hip hop,rap,slap house",nonlatin
47,7tYKF4w9nC0nq9CsPZTHyP,SZA,"pop,r&b,rap",nonlatin
48,7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,"contemporary country,country,country road",nonlatin
49,4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,pop,nonlatin
50,3QSQFmccmX81fWCUSPTS7y,Dean Lewis,"australian pop,pop",nonlatin
51,7CajNmpbOovFoOoasH2HaY,Calvin Harris,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance",nonlatin
52,5LHRHt1k9lMyONurDHEdrp,Tyga,"hip hop,pop rap,rap,trap",nonlatin
53,5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,"boy band,pop",nonlatin
54,37M5pPGs6V1fchFJSgCguX,FINNEAS,"alt z,la indie,pop,pov: indie",nonlatin
55,4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,"memphis hip hop,rap,tennessee hip hop,trap",nonlatin
56,5JZ7CnR6gTvEMKX4g70Amv,Lauv,pop,nonlatin
57,7HkdQ0gt53LP4zmHsL0nap,Ella Mai,"r&b,rap,uk contemporary r&b",nonlatin
58,6beUvFUlKliUYJdLOXNj9C,King Princess,"alt z,indie pop,nyc pop",nonlatin
59,3v6Ji4uoWtKRkhuDUaxi9n,Dynoro,edm,nonlatin
60,1OAjDaKgg00KCUYqDe68un,Gigi D'Agostino,"eurodance,italo dance",nonlatin
61,02kJSzxNuaWGqwubyUba0Z,G-Eazy,"indie pop rap,oakland hip hop,pop rap,rap",nonlatin
62,26VFTg2z8YR0cCuwLzESi2,Halsey,"electropop,etherpop,indie poptimism,pop",nonlatin
63,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,"emo rap,miami hip hop",nonlatin
64,6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,"edm,pop dance",nonlatin
65,5uEeqYFuIChoWKy34jp8xE,Brando,"dance pop,pop dance",nonlatin
66,0A0FS04o6zMoto8OKPsDwY,YG,"cali rap,hip hop,pop rap,rap,southern hip hop,trap",nonlatin
67,17lzZA2AlOHwCwFALHttmp,2 Chainz,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap",nonlatin
68,0c173mlxpT3dSFRgMO8XPh,Big Sean,"detroit hip hop,hip hop,pop rap,r&b,rap,trap",nonlatin
69,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,"chicago rap,melodic rap,rap",nonlatin
70,2cWZOOzeOm4WmBJRnD5R7I,Normani,"pop,r&b",nonlatin
71,64KEffDW9EtZ1y2vBYgq8T,Marshmello,"brostep,edm,pop,progressive electro house",nonlatin
72,7EQ0qTo7fWT7DPxmxtSYEc,Bastille,"metropopolis,modern rock,pop",nonlatin
73,5pUo3fmmHT8bhCyHE52hA6,Liam Payne,pop,nonlatin
74,5CCwRZC6euC8Odo6y9X8jr,Rita Ora,"dance pop,pop,uk pop",nonlatin
75,5CiGnKThu5ctn9pBxv7DGa,benny blanco,pop,nonlatin
76,6MDME20pz9RveH9rEXvrOM,Clean Bandit,"pop,uk dance,uk funky",nonlatin
77,0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,pop,nonlatin
78,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,"dance pop,pop",nonlatin
79,28ExwzUQsvgJooOI0X1mr3,Jay Rock,"conscious hip hop,hip hop,rap,southern hip hop,trap",nonlatin
80,1RyvyyTE3xzB2ZywiAwp0i,Future,"atl hip hop,hip hop,rap,southern hip hop,trap",nonlatin
81,53KwLdlmrlCelAZMaLVZqU,James Blake,"art pop,indie soul,indietronica,neo soul,uk alternative pop",nonlatin
82,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,"canadian pop,pop,viral pop",nonlatin
83,04gDigrS5kc9YWfZHwBETP,Maroon 5,pop,nonlatin
84,3mIj9lX2MWuHmhNCA7LSCW,The 1975,"modern alternative rock,modern rock,pop,pov: indie,rock",nonlatin
85,2RDOrhPqAM4jzTRCEb19qX,Sheck Wes,"pop rap,rap,trap",nonlatin
86,246dkjvS1zLTtiykXe5h60,Post Malone,"dfw rap,melodic rap,pop,rap",nonlatin
87,1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,"atl hip hop,melodic rap,plugg,rap,trap",nonlatin
88,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,"big room,dance pop,edm,pop,pop dance",nonlatin
89,5WUlDfRSoLAfcVSX1WnrxN,Sia,"australian dance,australian pop,pop",nonlatin
90,3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,israeli pop,nonlatin
91,5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,pop,nonlatin
92,4AVFqumd2ogHFlRbKIjp1t,Alesso,"dance pop,edm,pop,pop dance,progressive electro house",nonlatin
93,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,"contemporary country,country,country pop,country road,modern country rock",nonlatin
94,4olE3I5QU0dvSR7LIpqTXc,WATT,modern alternative rock,nonlatin
95,7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,"hip hop,pop rap,r&b,southern hip hop,trap,trap soul",nonlatin
96,1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,pop,nonlatin
97,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,"big room,brostep,dutch edm,edm,house,pop dance,slap house,trance",nonlatin
98,5vQfv3s2Z2SRdPZKr82ABw,Dzeko,"canadian electronic,dutch house,edm,electro house,pop dance,pop edm,progressive electro house",nonlatin
99,0bdJZl7TDeiymDYzMJnVh2,Preme,"canadian hip hop,canadian trap",nonlatin
100,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,"pop,viral pop",nonlatin
101,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,"dance pop,pop",nonlatin
102,1URnnhqYAYcrqrcwql10ft,21 Savage,"atl hip hop,hip hop,rap",nonlatin
103,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,"hip hop,miami hip hop,pop rap,rap",nonlatin
104,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,"canadian pop,pop",nonlatin
105,0VRj0yCOv2FXJNP47XQnx5,Quavo,"atl hip hop,melodic rap,rap,trap",nonlatin
106,1anyVhU62p31KFi8MEzkbf,Chance the Rapper,"chicago rap,conscious hip hop,hip hop,pop rap,rap",nonlatin
107,10exVja0key0uqUkk6LJRT,Vance Joy,"folk-pop,modern rock",nonlatin
108,6fOMl44jA4Sp5b9PpYCkzz,NF,"hip hop,pop rap",nonlatin
109,7HV2RI2qNug4EcQqLbCAKS,Keala Settle,"broadway,hollywood,show tunes",nonlatin
110,63nv0hWWDob56Rk8GlNpN8,The Greatest Showman Ensemble,movie tunes,nonlatin
111,0cGUm45nv7Z6M6qdXYQGTX,Kehlani,"pop,r&b,rap",nonlatin
112,4WN5naL3ofxrVBgFpguzKo,Rudimental,"pop dance,uk dance,uk funky",nonlatin
113,4ScCswdRlyA23odg9thgIO,Jess Glynne,"dance pop,pop,uk pop",nonlatin
114,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,"pop rap,seattle hip hop",nonlatin
115,2U3FuHYvL3vhkbDAXm24Ep,Dan Caplen,"neo soul,uk contemporary r&b",nonlatin
116,4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,"dance pop,edm,house,pop dance,uk dance,uk pop",nonlatin
117,7hssUdpvtY5oiARaUDgFZ3,Ina Wroldsen,norwegian pop,nonlatin
118,7z2avKuuiMAT4XZJFv8Rvh,Tom Walker,"indie anthem-folk,uk pop",nonlatin
119,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,pop,nonlatin
120,3RqBeV12Tt7A8xH3zBDDUF,Kelsea Ballerini,"contemporary country,country",nonlatin
121,7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,lgbtq+ hip hop,nonlatin
122,60rpJ9SgigSd16DOAG7GSa,Billy Ray Cyrus,country rock,nonlatin
123,1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,"melodic rap,rap,trap",nonlatin
124,0GM7qgcRCORpGnfcN2tCiB,Tainy,"pop reggaeton,reggaeton,trap latino,urbano latino",latin
125,47MpMsUfWtgyIIBEFOr4FE,Lunay,"reggaeton,reggaeton flow,trap latino,urbano latino",latin
126,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,"art pop,dance pop,pop",nonlatin
127,4VIvfOurcf0vuLRxLkGnIG,Bradley Cooper,hollywood,nonlatin
128,2R21vXR83lH98kGeO99Y66,Anuel AA,"reggaeton,reggaeton flow,trap boricua,trap latino,urbano latino",latin
129,790FomKkXshlbRYZFtlgla,KAROL G,"reggaeton,reggaeton colombiano,trap latino,urbano latino",latin
130,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,"pop,uk pop",nonlatin
131,3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,"argentine hip hop,trap argentino,trap latino,urbano latino",latin
132,77ziqFxp5gaInVrF2lj4ht,Sech,"panamanian pop,reggaeton,trap latino,urbano latino",latin
133,4QVBYiagIaa6ZGSPMbybpy,Pedro Capó,"latin pop,puerto rican pop",latin
134,329e4yvIujISKGKz1BZZbO,Farruko,"reggaeton,trap latino,urbano latino",latin
135,3uZFBSsMiooimnprFL9jD1,Snow,"canadian old school hip hop,reggae fusion",latin
136,0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,"memphis hip hop,rap",nonlatin
137,3Fl1V19tmjt57oBdxXKAjJ,Blueface,"cali rap,rap",nonlatin
138,5UjifI1TYefXWn9GdqDOHl,Social House,none,unknown
139,3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,dark clubbing,nonlatin
140,6Ip8FS7vWT1uKkJSweANQK,Dave,uk hip hop,nonlatin
141,3wcj11K77LjEY1PkEazffa,Burna Boy,"afrobeats,azontobeats,dancehall,nigerian hip hop,nigerian pop",nonlatin
142,6AgTAQt8XS6jRWi4sX7w49,Polo G,"chicago rap,rap",nonlatin
143,6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,"brooklyn drill,melodic rap,nyc rap,rap",nonlatin
144,2HUwZ0kumzCSlhFcjFZfpp,Flipp Dinero,"melodic rap,trap",nonlatin
145,2wY79sveU1sp5g7SokKOiI,Sam Smith,"pop,uk pop",nonlatin
146,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,"conscious hip hop,hip hop,north carolina hip hop,rap",nonlatin
147,4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,"melodic rap,pluggnb,rap",nonlatin
148,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator","hip hop,rap",nonlatin
149,20sxb77xiYeusSH8cVdatc,Meek Mill,"hip hop,philly rap,pop rap,rap,southern hip hop,trap",nonlatin
150,3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,pop soul,nonlatin
151,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,pop,nonlatin
152,1sBkRIssrMs1AbVkOJbc7a,Rick Ross,"dirty south rap,gangster rap,hip hop,rap,southern hip hop,trap",nonlatin
153,31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,"melodic rap,rap,trap",nonlatin
154,50co4Is1HCEo8bhOyUWKpn,Young Thug,"atl hip hop,atl trap,gangster rap,melodic rap,rap,trap",nonlatin
155,46SHBwWsqBkxI7EeeBEQG7,Kodak Black,"florida drill,florida rap,melodic rap,miami hip hop,rap,trap,trap latino",latin
156,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,"australian pop,pop,viral pop",nonlatin
157,3Nrfpe0tUJi4K4DXYWgMUX,BTS,"k-pop,k-pop boy group,pop",nonlatin
158,0xRXCcSX89eobfrshSVdyu,MEDUZA,"edm,pop dance,pop house,uk dance",nonlatin
159,2nm38smINjms1LtczR0Cei,Goodboys,"pop dance,uk dance",nonlatin
160,4ofCBoyEiGSePFAG500xev,Regard,"pop dance,pop edm,slap house,uk dance",nonlatin
161,0YinUQ50QDB7ZxSCLyQ40k,Mustard,"cali rap,pop rap,rap,southern hip hop,trap",nonlatin
162,4r63FhuTkUYltbVAg5TQnk,DaBaby,"hip hop,north carolina hip hop,pop rap,rap,trap",nonlatin
163,5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,"alt z,pop,pov: indie",nonlatin
164,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"art pop,pop",nonlatin
165,6nS5roXSAGhTGr34W6n7Et,Disclosure,"edm,house,indietronica,uk dance",nonlatin
166,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,"pop,singer-songwriter pop,uk pop",nonlatin
167,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,"dance pop,pop",nonlatin
168,5pDjmC5mRl7vDJhsjVwNfk,Freya Ridings,uk pop,nonlatin
169,6cK3NBO6uP7hh0oyuVELFl,Saweetie,"cali rap,trap queen",nonlatin
170,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,"boy band,pop",nonlatin
171,7k9T7lZlHjRAM1bb0r9Rm3,Wiley,"grime,uk dancehall,uk hip hop",nonlatin
172,2ExGrw6XpbtUAJHTLtUXUD,Stefflon Don,"dancehall,dancehall queen,uk dancehall,uk hip hop",nonlatin
173,3Isy6kedDrgPYoTS1dazA9,Sean Paul,"dance pop,dancehall,pop,pop rap",nonlatin
174,0Dc2rdPzleezxhvQhQbXuS,Idris Elba,uk tech house,nonlatin
175,6jJ0s89eD6GaHleKKya26X,Katy Perry,pop,nonlatin
176,4NZvixzsSefsNiIqXn0NDe,Maggie Rogers,indie pop,nonlatin
177,6USv9qhCn6zfxlBQIYJ9qs,Dominic Fike,"alternative pop rock,pov: indie",nonlatin
178,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,"k-pop,k-pop girl group,pop",nonlatin
179,4f9iBmdUOhQWeP7dcAn1pf,Rag'n'Bone Man,neo soul,nonlatin
180,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,pop,nonlatin
181,1dfeR4HaWDbWqFHLkxsg1d,Queen,"classic rock,glam rock,rock",nonlatin
182,23fqKkggKUBHNkbKtXEls4,Kygo,"edm,pop,pop dance,tropical house",nonlatin
183,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,pop,nonlatin
184,6ASri4ePR7RlsvIQgWPJpS,iann dior,melodic rap,nonlatin
185,1MIVXf74SZHmTIp4V4paH4,Mabel,"pop,uk pop",nonlatin
186,1vCWHaC5f2uS3yhpwWbIA6,Avicii,"dance pop,edm,pop,pop dance",nonlatin
187,0id62QV2SZZfvBn9xpmuCl,Aloe Blacc,"pop soul,r&b",nonlatin
188,56oDRnqbIiwx4mymNEv7dS,Lizzo,"escape room,minnesota hip hop,pop,trap queen",nonlatin
189,1bj5GrcLom5gZFF5t949Xl,Martin Solveig,"disco house,edm,electro house,filter house,house,pop dance,vocal house",nonlatin
190,2kRfqPViCqYdSGhYSM9R0Q,Madison Beer,pop,nonlatin
191,2NlKrNMdpYxGjt3Pvw87rC,Europa,uk dance,nonlatin
192,31Ua7zSTJxegjyd49ujbSA,NSG,"afrobeats,afroswing,uk dancehall,uk hip hop",nonlatin
193,7b79bQFziJFedJb75k6hFt,Tion Wayne,"london rap,uk hip hop",nonlatin
194,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,"houston rap,pop,r&b,rap,trap queen",nonlatin
195,2NjfBq1NflQcKSeiDooVjY,Tones And I,australian pop,nonlatin
196,3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,"black americana,contemporary country,country,country road",nonlatin
197,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,"melodic rap,rap,trap",nonlatin
198,6bmlMHgSheBauioMgKv2tn,Powfu,"sad lo-fi,sad rap",nonlatin
199,35l9BRT7MXmM8bv2WDQiyB,beabadoobee,"bedroom pop,bubblegrunge,indie pop,pov: indie",nonlatin
200,757aE44tKEUQEqRuT6GnEB,Roddy Ricch,"melodic rap,rap,trap",nonlatin
201,5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,"melodic rap,rap conscient",nonlatin
202,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,"brooklyn drill,rap",nonlatin
203,6KImCVD70vtIoJWnq6nGn3,Harry Styles,pop,nonlatin
204,0vRvGUQVUjytro0xpb26bs,Arizona Zervas,"indie pop rap,pop rap,rhode island rap",nonlatin
205,1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,melodic rap,nonlatin
206,7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,melodic rap,nonlatin
207,66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,"alt z,canadian contemporary r&b,singer-songwriter pop",nonlatin
208,6nVcHLIgY5pE2YCl8ubca1,Jhayco,"reggaeton,trap latino,urbano latino",latin
209,4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,"bedroom pop,pop,pov: indie",nonlatin
210,6fWVd57NKTalqvmjRd2t8Z,24kGoldn,"cali rap,pop rap",nonlatin
211,0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,"melodic rap,slap house",nonlatin
212,5rGrDvrLOV2VV8SCFVGWlj,Imanbek,"electro house,pop dance,slap house",nonlatin
213,4ETSs924pXMzjIeD6E9b4u,Surfaces,bedroom soul,nonlatin
214,3hcs9uc56yIGFCSy9leWe7,Lil Durk,"chicago drill,chicago rap,drill,hip hop,rap,trap",nonlatin
215,7MPGCB854Qo4alYMOPkBka,Ritt Momney,bedroom pop,nonlatin
216,6MPCFvOQv5cIGfw3jODMF0,Internet Money,pop rap,nonlatin
217,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,"atl hip hop,melodic rap,rap,trap",nonlatin
218,4Gso3d4CscCijv0lmajZWs,Don Toliver,"pop rap,rap,trap",nonlatin
219,7rkW85dBwwrJtlHRDkJDAC,NAV,"canadian hip hop,canadian trap,melodic rap,rap,trap",nonlatin
220,7dGJo4pcD2V6oG8kP0tJRR,Eminem,"detroit hip hop,hip hop,rap",nonlatin
221,0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,"alt z,nz pop",nonlatin
222,6sHCvZe1PHrOAuYlwTLNH4,Gus Dapperton,"bedroom pop,indie poptimism,pov: indie",nonlatin
223,45dkTj5sMRSjrmBSBeiHym,Tate McRae,"alt z,pop",nonlatin
224,1lmU3giNF3CSbkVSQmLpHQ,Surf Mesa,pop edm,nonlatin
225,4ArPQ1Opcksbbf3CPwEjWE,Emilee,social media pop,nonlatin
226,56mfhUDKa1vec6rSLZV5Eg,Jawsh 685,nz pop,nonlatin
227,6vWDO969PvNqNYHIOW5v0m,Beyoncé,"pop,r&b",nonlatin
228,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,"hip hop,melodic rap,philly rap,rage rap,rap",nonlatin
229,2PaZWGu5T5nHjY2xxAkFsT,THE SCOTTS,viral rap,nonlatin
230,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,"hip hop,ohio hip hop,pop rap,rap",nonlatin
231,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,"deep underground hip hop,kentucky hip hop,pop rap,rap",nonlatin
232,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,"canadian hip hop,canadian trap,melodic rap,pop rap,r&b,rap,trap",nonlatin
233,55Aa2cqylxrFIXC767Z865,Lil Wayne,"hip hop,new orleans rap,pop rap,rap,trap",nonlatin
234,0u6GtibW46tFX7koQ6uNJZ,Topic,"german dance,pop dance,pop edm,uk dance",nonlatin
235,5Wg2b4Mp42gicxEeDNawf7,A7S,"pop dance,scandipop,uk dance",nonlatin
